Category,Type,Subcategory,Sub-Subcategory,Mechanical Property Data Source(s),Name,Treatment or Temper,Treatment Temperature (F),Treatment Temperature (C),Minimum Ultimate Tensile Strength (psi),Maximum Ultimate Tensile Strength (psi),Ultimate Tensile Strength (psi),Minimum Yield Strength (psi),Maximum Yield Strength (psi),Yield Strength (psi),Minimum Ultimate Tensile Strength (MPa),Maximum Ultimate Tensile Strength (MPa),Ultimate Tensile Strength (MPa),Minimum Yield Strength (MPa),Maximum Yield Strength (MPa),Yield Strength (MPa),Minimum Elongation (%),Maximum Elongation (%),Elongation (%),Reduction in Cross Sectional Area (%),Brinell Hardness,Rockwell Hardness,Izod Impact Strength (Ft-lb),Izod Impact Strength (N-m),Water Quenched?,Ultimate Shearing Strength (ksi),Ultimate Shearing Strength (Mpa),Endurance limit (ksi),Endurance limit (MPa)
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 593",6463-T5,,,,,,27000.0,,,21000.0,,,186.2,,,144.8,,,12.0,60.0,,,,,17.0,117.2,10.0,68.9,475.4
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 594",6463-T6,,,,,,35000.0,,,31000.0,,,241.3,,,213.7,,,21.5,,,,,,74.0,510.2,22.0,151.7,1045.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 595",7049-T73,,,,,,75000.0,,,65000.0,,,517.1,,,448.2,,,12.0,135.0,,,,,44.0,303.4,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 596",7049-T7352,,,,,,75000.0,,,63000.0,,,517.1,,,434.4,,,11.0,135.0,,,,,43.0,296.5,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 597","7050-T73510, T73511",,,,,,72000.0,,,63000.0,,,496.4,,,434.4,,,12.0,,,,,,,,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 598",7050-T7451f,,,,,,76000.0,,,68000.0,,,524.0,,,468.8,,,11.0,,,,,,44.0,303.4,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 599",7050-T7651,,,,,,80000.0,,,71000.0,,,551.6,,,489.5,,,11.0,,,,,,47.0,324.1,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 600",7075-O,,,,,,33000.0,,,15000.0,,,227.5,,,103.4,,,16.5,60.0,,,,,22.0,151.7,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 601","7075-T6, T651",,,,,,83000.0,,,73000.0,,,572.3,,,503.3,,,42.0,11.0,,,,,150.0,1034.2,48.0,330.9,2281.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 602",Alclad 7075-O,,,,,,32000.0,,,14000.0,,,220.6,,,96.5,,,15.5,,,,,,,,22.0,151.7,1045.8
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 603","Alclad 7075-T6, T651",,,,,,76000.0,,,67000.0,,,524.0,,,461.9,,,71.5,11.0,,,,,,,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 604",7178-O,,,,,,33000.0,,,15000.0,,,227.5,,,103.4,,,15.5,,,,,,,,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 605","7178-T6, T651",,,,,,88000.0,,,78000.0,,,606.7,,,537.8,,,44.0,11.0,,,,,,,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 606","7178-T76, T7651",,,,,,83000.0,,,73000.0,,,572.3,,,503.3,,,78.0,,,,,,11.0,75.8,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 607",Alclad 7178-O,,,,,,32000.0,,,14000.0,,,220.6,,,96.5,,,15.0,,,,,,,,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 608","Alclad 7178-T6, T651",,,,,,81000.0,,,71000.0,,,558.5,,,489.5,,,76.0,10.0,,,,,,,,,
Metal,Aluminium,Wrought Aluminium Alloys,,"Machinery's Handbook 27th edition, Pg. 609",8176-H24,,,,,,17000.0,,,14000.0,,,117.2,,,96.5,,,14.5,,,,,,,,10.0,68.9,475.4
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 560",C10100,,,,32000.0,66000.0,49000.0,10000.0,53000.0,31500.0,220.6,455.1,337.8,68.9,365.4,217.2,,,55.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 560",C10200,,,,32000.0,66000.0,49000.0,10000.0,53000.0,31500.0,220.6,455.1,337.8,68.9,365.4,217.2,,,55.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 560",C10300,,,,32000.0,55000.0,43500.0,10000.0,50000.0,30000.0,220.6,379.2,299.9,68.9,344.7,206.8,,,50.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 560","C10400, C10500, C10700",,,,32000.0,66000.0,49000.0,10000.0,53000.0,31500.0,220.6,455.1,337.8,68.9,365.4,217.2,,,55.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 560",C10800,,,,32000.0,55000.0,43500.0,10000.0,50000.0,30000.0,220.6,379.2,299.9,68.9,344.7,206.8,,,50.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 560",C11000,,,,32000.0,66000.0,49000.0,10000.0,53000.0,31500.0,220.6,455.1,337.8,68.9,365.4,217.2,,,55.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 560","C11300, C11400, C11500, C11600",,,,32000.0,66000.0,49000.0,10000.0,53000.0,31500.0,220.6,455.1,337.8,68.9,365.4,217.2,,,55.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 560","C1200, C12100",,,,32000.0,57000.0,44500.0,10000.0,53000.0,31500.0,220.6,393.0,306.8,68.9,365.4,217.2,,,55.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 561","C12200, C12210",,,,32000.0,55000.0,43500.0,10000.0,53000.0,31500.0,220.6,379.2,299.9,68.9,365.4,217.2,,,55.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 561","C12500, C12700, C12800, C12900, C13000",,,,32000.0,66000.0,49000.0,10000.0,53000.0,31500.0,220.6,455.1,337.8,68.9,365.4,217.2,,,55.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 561",C14200,,,,32000.0,55000.0,43500.0,10000.0,50000.0,30000.0,220.6,379.2,299.9,68.9,344.7,206.8,,,45.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 561","C14300, C14310",,,,32000.0,58000.0,45000.0,11000.0,56000.0,33500.0,220.6,399.9,310.3,75.8,386.1,231.0,,,42.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 561","C14500, C14510, C14520",,,,32000.0,56000.0,44000.0,10000.0,51000.0,30500.0,220.6,386.1,303.4,68.9,351.6,210.3,,,50.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 561","C14700, C14710, C14720",,,,32000.0,57000.0,44500.0,10000.0,55000.0,32500.0,220.6,393.0,306.8,68.9,379.2,224.1,,,52.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 561",C15000,,,,29000.0,76000.0,52500.0,6000.0,72000.0,39000.0,199.9,524.0,362.0,41.4,496.4,268.9,,,54.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 561",C15500,,,,40000.0,80000.0,60000.0,18000.0,72000.0,45000.0,275.8,551.6,413.7,124.1,496.4,310.3,,,40.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 561",C15715,,,,52000.0,88000.0,70000.0,44000.0,84000.0,64000.0,358.5,606.7,482.6,303.4,579.2,441.3,,,27.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 561",C15720,,,,64000.0,98000.0,81000.0,54000.0,96000.0,75000.0,441.3,675.7,558.5,372.3,661.9,517.1,,,25.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 561",C15760,,,,70000.0,90000.0,80000.0,65000.0,87000.0,76000.0,482.6,620.5,551.6,448.2,599.8,524.0,,,22.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 562","C16200, C16210",,,,35000.0,100000.0,67500.0,7000.0,69000.0,38000.0,241.3,689.5,465.4,48.3,475.7,262.0,,,57.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 562",C16500,,,,40000.0,95000.0,67500.0,14000.0,71000.0,42500.0,275.8,655.0,465.4,96.5,489.5,293.0,,,53.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 562",C17000,,,,70000.0,190000.0,130000.0,32000.0,170000.0,101000.0,482.6,1310.0,896.3,220.6,1172.1,696.4,,,45.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 562",C17200,,,,68000.0,212000.0,140000.0,25000.0,195000.0,110000.0,468.8,1461.7,965.3,172.4,1344.5,758.4,,,48.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 562",C17300,,,,68000.0,212000.0,140000.0,25000.0,195000.0,110000.0,468.8,1461.7,965.3,172.4,1344.5,758.4,,,48.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 562","C17500, C17510",,,,45000.0,115000.0,80000.0,25000.0,110000.0,67500.0,310.3,792.9,551.6,172.4,758.4,465.4,,,28.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 562","C18200, C18400, C18500",,,,34000.0,86000.0,60000.0,17000.0,77000.0,47000.0,234.4,592.9,413.7,117.2,530.9,324.1,,,40.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 562",C18700,,,,32000.0,55000.0,43500.0,10000.0,50000.0,30000.0,220.6,379.2,299.9,68.9,344.7,206.8,,,45.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 562",C18900,,,,38000.0,95000.0,66500.0,9000.0,52000.0,30500.0,262.0,655.0,458.5,62.1,358.5,210.3,,,48.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 562",C19000,,,,38000.0,112000.0,75000.0,20000.0,81000.0,50500.0,262.0,772.2,517.1,137.9,558.5,348.2,,,50.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 562",C19100,,,,36000.0,104000.0,70000.0,10000.0,92000.0,51000.0,248.2,717.1,482.6,68.9,634.3,351.6,,,27.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 562",C19200,,,,37000.0,77000.0,57000.0,11000.0,74000.0,42500.0,255.1,530.9,393.0,75.8,510.2,293.0,,,40.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 562",C19400,,,,45000.0,76000.0,60500.0,24000.0,73000.0,48500.0,310.3,524.0,417.1,165.5,503.3,334.4,,,32.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 563",C19500,,,,80000.0,97000.0,88500.0,65000.0,95000.0,80000.0,551.6,668.8,610.2,448.2,655.0,551.6,,,15.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 563",C21000,,,,34000.0,64000.0,49000.0,10000.0,58000.0,34000.0,234.4,441.3,337.8,68.9,399.9,234.4,,,45.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 563",C22000,,,,37000.0,72000.0,54500.0,10000.0,62000.0,36000.0,255.1,496.4,375.8,68.9,427.5,248.2,,,50.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 563",C22600,,,,39000.0,97000.0,68000.0,11000.0,62000.0,36500.0,268.9,668.8,468.8,75.8,427.5,251.7,,,46.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 563",C23000,,,,39000.0,105000.0,72000.0,10000.0,63000.0,36500.0,268.9,723.9,496.4,68.9,434.4,251.7,,,55.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 563",C24000,,,,42000.0,125000.0,83500.0,12000.0,65000.0,38500.0,289.6,861.8,575.7,82.7,448.2,265.4,,,55.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 563","C26000, C26100,
C26130, C26200",,,,44000.0,130000.0,87000.0,11000.0,65000.0,38000.0,303.4,896.3,599.8,75.8,448.2,262.0,,,66.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 563","C26800,C27000",,,,46000.0,128000.0,87000.0,14000.0,62000.0,38000.0,317.2,882.5,599.8,96.5,427.5,262.0,,,65.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 563",C28000,,,,54000.0,74000.0,64000.0,21000.0,55000.0,38000.0,372.3,510.2,441.3,144.8,379.2,262.0,,,52.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 563",C31400,,,,37000.0,60000.0,48500.0,12000.0,55000.0,33500.0,255.1,413.7,334.4,82.7,379.2,231.0,,,45.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 563",C31600,,,,37000.0,67000.0,52000.0,12000.0,59000.0,35500.0,255.1,461.9,358.5,82.7,406.8,244.8,,,45.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 563",C33000,,,,47000.0,75000.0,61000.0,15000.0,60000.0,37500.0,324.1,517.1,420.6,103.4,413.7,258.6,,,60.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 563",C33200,,,,47000.0,75000.0,61000.0,15000.0,60000.0,37500.0,324.1,517.1,420.6,103.4,413.7,258.6,,,50.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 564",C33500,,,,46000.0,74000.0,60000.0,14000.0,60000.0,37000.0,317.2,510.2,413.7,96.5,413.7,255.1,,,65.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 564",C34000,,,,47000.0,88000.0,67500.0,15000.0,60000.0,37500.0,324.1,606.7,465.4,103.4,413.7,258.6,,,60.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 564",C34200,,,,49000.0,85000.0,67000.0,17000.0,65000.0,41000.0,337.8,586.1,461.9,117.2,448.2,282.7,,,52.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 564",C35000,,,,45000.0,95000.0,70000.0,13000.0,70000.0,41500.0,310.3,655.0,482.6,89.6,482.6,286.1,,,66.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 564",C35300,,,,49000.0,85000.0,67000.0,17000.0,62000.0,39500.0,337.8,586.1,461.9,117.2,427.5,272.3,,,52.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 564",C35600,,,,47000.0,97000.0,72000.0,17000.0,87000.0,52000.0,324.1,668.8,496.4,117.2,599.8,358.5,,,60.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 564",C36000,,,,49000.0,68000.0,58500.0,18000.0,45000.0,31500.0,337.8,468.8,403.3,124.1,310.3,217.2,,,53.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 564",C36500 to C 36800,,,,54000.0,54000.0,54000.0,20000.0,20000.0,20000.0,372.3,372.3,372.3,137.9,137.9,137.9,,,45.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 564",C37000,,,,54000.0,80000.0,67000.0,20000.0,60000.0,40000.0,372.3,551.6,461.9,137.9,413.7,275.8,,,40.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 564",C37700,,,,52000.0,52000.0,52000.0,20000.0,20000.0,20000.0,358.5,358.5,358.5,137.9,137.9,137.9,,,45.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 564",C38500,,,,60000.0,60000.0,60000.0,20000.0,20000.0,20000.0,413.7,413.7,413.7,137.9,137.9,137.9,,,30.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 564",C40500,,,,39000.0,78000.0,58500.0,12000.0,70000.0,41000.0,268.9,537.8,403.3,82.7,482.6,282.7,,,49.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 564",C40800,,,,42000.0,79000.0,60500.0,13000.0,75000.0,44000.0,289.6,544.7,417.1,89.6,517.1,303.4,,,43.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 564",C41100,,,,39000.0,106000.0,72500.0,11000.0,72000.0,41500.0,268.9,730.8,499.9,75.8,496.4,286.1,,,43.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 564",C41300,,,,41000.0,405000.0,223000.0,12000.0,82000.0,47000.0,282.7,2792.4,1537.5,82.7,565.4,324.1,,,45.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 564",C41500,,,,46000.0,81000.0,63500.0,17000.0,75000.0,46000.0,317.2,558.5,437.8,117.2,517.1,317.2,,,44.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 565",C42200,,,,43000.0,88000.0,65500.0,15000.0,75000.0,45000.0,296.5,606.7,451.6,103.4,517.1,310.3,,,46.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 565",C42500,,,,45000.0,92000.0,68500.0,18000.0,76000.0,47000.0,310.3,634.3,472.3,124.1,524.0,324.1,,,49.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 565",C43000,,,,46000.0,94000.0,70000.0,18000.0,73000.0,45500.0,317.2,648.1,482.6,124.1,503.3,313.7,,,55.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 565",C43400,,,,45000.0,90000.0,67500.0,15000.0,75000.0,45000.0,310.3,620.5,465.4,103.4,517.1,310.3,,,49.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 565",C43500,,,,46000.0,80000.0,63000.0,16000.0,68000.0,42000.0,317.2,551.6,434.4,110.3,468.8,289.6,,,46.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 565","C44300, C444000, C44500",,,,48000.0,55000.0,51500.0,18000.0,22000.0,20000.0,330.9,379.2,355.1,124.1,151.7,137.9,,,65.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 565",C46400 to C46700,,,,55000.0,88000.0,71500.0,25000.0,66000.0,45500.0,379.2,606.7,493.0,172.4,455.1,313.7,,,50.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 565",C48200,,,,56000.0,75000.0,65500.0,25000.0,53000.0,39000.0,386.1,517.1,451.6,172.4,365.4,268.9,,,43.0,,,,,,,,,,
Metal,Copper Alloys,Brasses,,"Machinery's Handbook 27th edition, Pg. 565",C48500,,,,57000.0,75000.0,66000.0,25000.0,53000.0,39000.0,393.0,517.1,455.1,172.4,365.4,268.9,,,40.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Phosphor Bronzes,"Machinery's Handbook 27th edition, Pg. 565",C50500,,,,40000.0,79000.0,59500.0,14000.0,50000.0,32000.0,275.8,544.7,410.2,96.5,344.7,220.6,,,48.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Phosphor Bronzes,"Machinery's Handbook 27th edition, Pg. 565",C51000,,,,47000.0,140000.0,93500.0,19000.0,80000.0,49500.0,324.1,965.3,644.7,131.0,551.6,341.3,,,64.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Phosphor Bronzes,"Machinery's Handbook 27th edition, Pg. 565",C51100,,,,46000.0,103000.0,74500.0,50000.0,80000.0,65000.0,317.2,710.2,513.7,344.7,551.6,448.2,,,48.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Phosphor Bronzes,"Machinery's Handbook 27th edition, Pg. 565",C52100,,,,55000.0,140000.0,97500.0,24000.0,80000.0,52000.0,379.2,965.3,672.2,165.5,551.6,358.5,,,70.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Phosphor Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C52400,,,,66000.0,147000.0,106500.0,28000.0,28000.0,28000.0,455.1,1013.5,734.3,193.1,193.1,193.1,,,70.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Phosphor Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C54400,,,,44000.0,75000.0,59500.0,19000.0,63000.0,41000.0,303.4,517.1,410.2,131.0,434.4,282.7,,,50.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C60800,,,,60000.0,60000.0,60000.0,27000.0,27000.0,27000.0,413.7,413.7,413.7,186.2,186.2,186.2,,,55.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C61000,,,,52000.0,60000.0,56000.0,17000.0,27000.0,22000.0,358.5,413.7,386.1,117.2,186.2,151.7,,,45.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C61300,,,,70000.0,85000.0,77500.0,30000.0,58000.0,44000.0,482.6,586.1,534.3,206.8,399.9,303.4,,,42.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C61400,,,,76000.0,89000.0,82500.0,33000.0,60000.0,46500.0,524.0,613.6,568.8,227.5,413.7,320.6,,,45.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C61500,,,,70000.0,145000.0,107500.0,22000.0,140000.0,81000.0,482.6,999.7,741.2,151.7,965.3,558.5,,,55.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C61800,,,,80000.0,85000.0,82500.0,39000.0,42500.0,40750.0,551.6,586.1,568.8,268.9,293.0,281.0,,,28.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C61900,,,,92000.0,152000.0,122000.0,49000.0,145000.0,97000.0,634.3,1048.0,841.2,337.8,999.7,668.8,,,30.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C62300,,,,75000.0,98000.0,86500.0,35000.0,52000.0,43500.0,517.1,675.7,596.4,241.3,358.5,299.9,,,35.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C62400,,,,90000.0,105000.0,97500.0,40000.0,52000.0,46000.0,620.5,723.9,672.2,275.8,358.5,317.2,,,18.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C62500,,,,100000.0,100000.0,100000.0,55000.0,55000.0,55000.0,689.5,689.5,689.5,379.2,379.2,379.2,,,1.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C63000,,,,90000.0,118000.0,104000.0,50000.0,75000.0,62500.0,620.5,813.6,717.1,344.7,517.1,430.9,,,20.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C63200,,,,90000.0,105000.0,97500.0,45000.0,53000.0,49000.0,620.5,723.9,672.2,310.3,365.4,337.8,,,25.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 566",C63600,,,,60000.0,84000.0,72000.0,,,,413.7,579.2,496.4,,,,,,64.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 567",C63800,,,,82000.0,130000.0,106000.0,54000.0,114000.0,84000.0,565.4,896.3,730.8,372.3,786.0,579.2,,,36.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Aluminium Bronzes,"Machinery's Handbook 27th edition, Pg. 567",C64200,,,,75000.0,102000.0,88500.0,35000.0,68000.0,51500.0,517.1,703.3,610.2,241.3,468.8,355.1,,,32.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Silicon Bronzes,"Machinery's Handbook 27th edition, Pg. 567",C65100,,,,40000.0,105000.0,72500.0,15000.0,71000.0,43000.0,275.8,723.9,499.9,103.4,489.5,296.5,,,55.0,,,,,,,,,,
Metal,Copper Alloys,Bronzes,Silicon Bronzes,"Machinery's Handbook 27th edition, Pg. 567",C65500,,,,56000.0,145000.0,100500.0,21000.0,71000.0,46000.0,386.1,999.7,692.9,144.8,489.5,317.2,,,63.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 567",C66700,,,,45800.0,100000.0,72900.0,12000.0,92500.0,52250.0,315.8,689.5,502.6,82.7,637.8,360.3,,,60.0,,,,,,,,,,
Metal,Copper Alloys,Copper Alloys,,"Machinery's Handbook 27th edition, Pg. 567",C67400,,,,70000.0,92000.0,81000.0,34000.0,55000.0,44500.0,482.6,634.3,558.5,234.4,379.2,306.8,,,28.0,,,,,,,,,,
